번호,영화명,개봉일,전국관객수,서울관객수,개봉연도,관객수기준,장르,kmdb제목,kmdb장르
1824,엑소시스트: 믿는 자,2023-10-18,"80,219","15,858",2023,80219,공포(호러),엑소시스트: 믿는 자,공포
1825,프렌즈 위드 베네핏,2011-10-27,"80,197","41,457",2011,80197,코미디,프렌즈 위드 베네핏,코메디|멜로드라마
1826,런어웨이,2004-01-30,"80,030","39,663",2004,80030,스릴러,런어웨이,드라마|스릴러
1827,매그놀리아,2000-04-15,0,"80,016",2000,80016,드라마,매그놀리아,드라마
1828,코치 카터,2005-05-13,"80,000","33,364",2005,80000,드라마,코치 카터,드라마|스포츠
1829,파인딩 포레스터,2001-05-26,0,"79,925",2001,79925,드라마,파인딩 포레스터,드라마
1830,K-19,2002-10-03,0,"79,900",2002,79900,드라마,K-19,드라마|스릴러
1831,에어로너츠,2020-06-10,"79,877","32,538",2020,79877,드라마,에어로너츠,드라마|어드벤처
1832,로스트 인 더스트,2016-11-03,"79,812","33,568",2016,79812,범죄,로스트 인 더스트,범죄|드라마
1833,오 마이 그랜파,2016-03-17,"79,701","27,230",2016,79701,코미디,오 마이 그랜파,코메디
1834,타임라인,2004-02-27,"79,650","27,251",2004,79650,SF,타임라인,SF|어드벤처|판타지
1835,쇼타임,2002-05-23,0,"79,650",2002,79650,코미디,쇼타임,액션|코메디
1836,꿀벌 하치의 대모험,2011-01-13,"79,625","18,895",2011,79625,애니메이션,꿀벌 하치의 대모험,어드벤처|아동
1837,아르고 원정대: 꼬마 영웅 패티의 대모험,2023-09-21,"79,602","14,365",2023,79602,애니메이션,아르고 원정대: 꼬마 영웅 패티의 대모험,어드벤처|코메디|판타지
1838,미쓰 루시힐,2009-04-09,"79,471","37,787",2009,79471,코미디,미쓰 루시힐,코메디|멜로드라마
1839,드래곤 스펠: 마법 꽃의 비밀,2017-08-15,"79,446","15,015",2017,79446,애니메이션,드래곤 스펠: 마법 꽃의 비밀,어드벤처|코메디|판타지
1840,페이스 오브 러브,2014-04-16,"79,179","36,996",2014,79179,드라마,페이스 오브 러브,드라마|멜로드라마
1841,분신사바 2,2014-07-16,"79,017","13,907",2014,79017,공포(호러),분신사바 2,공포|스릴러
1842,프리다,2003-11-21,"79,000","66,100",2003,79000,드라마,프리다,드라마|전기
1843,너와 100번째 사랑,2017-05-25,"78,930","23,328",2017,78930,드라마,너와 100번째 사랑,멜로드라마
1844,바다 탐험대 옥토넛 : 탐험선 대작전,2022-08-11,"78,910","15,760",2022,78910,애니메이션,바다 탐험대 옥토넛 : 탐험선 대작전,어드벤처|액션
1845,샤잠! 신들의 분노,2023-03-15,"78,743","25,091",2023,78743,액션,샤잠! 신들의 분노,판타지|어드벤처|액션|코메디|범죄|스릴러
1846,코다,2021-08-31,"78,583","40,312",2021,78583,드라마,코다,드라마|뮤직
1847,토토의 움직이는 숲,2013-06-20,"78,571","11,937",2013,78571,애니메이션,토토의 움직이는 숲,드라마|가족|아동|어드벤처|판타지
1848,메디엄,2009-07-29,"78,494","30,149",2009,78494,공포(호러),메디엄,공포(호러)|스릴러
1849,오즈: 신기한 마법가루,2017-07-20,"78,440","18,133",2017,78440,애니메이션,오즈: 신기한 마법가루,어드벤처|가족
1850,세인트 빈센트,2015-03-05,"78,336","28,351",2015,78336,코미디,세인트 빈센트,드라마|코메디
1851,리멤버 타이탄,2001-04-14,0,"78,331",2001,78331,드라마,리멤버 타이탄,드라마|스포츠
1852,룸,2016-03-03,"78,253","33,076",2016,78253,드라마,룸,드라마
1853,플라이트93,2006-09-08,"78,220","28,206",2006,78220,범죄,플라이트 93,드라마|범죄|액션
1854,나크,2003-06-20,"78,156","32,983",2003,78156,범죄,나크,드라마|범죄|미스터리|스릴러
1855,그린치,2000-12-15,0,"78,089",2000,78089,코미디,그린치,코메디|드라마|가족|판타지
1856,모데카이,2015-02-18,"78,070","36,209",2015,78070,액션,모데카이,액션|코메디
1857,엑스 마키나,2015-01-21,"78,049","38,747",2015,78049,SF,엑스 마키나,SF|드라마|스릴러
1858,브링잇온,2000-12-01,0,"78,005",2000,78005,코미디,브링 잇 온,코메디|하이틴(고교)
1859,아름다운 세상을 위하여,2001-02-17,0,"77,872",2001,77872,드라마,아름다운 세상을 위하여,드라마
1860,호텔 아르테미스,2018-07-18,"77,794","21,929",2018,77794,액션,호텔 아르테미스,범죄|액션
1861,쿠스코? 쿠스코!,2001-01-13,0,"77,754",2001,77754,애니메이션,쿠스코? 쿠스코!,코메디|어드벤처|아동|가족|판타지
1862,알이씨(Rec),2008-07-10,"77,533","27,830",2008,77533,공포(호러),알.이.씨,공포(호러)
1863,드라이브 마이 카,2021-12-23,"77,359","52,857",2021,77359,드라마,드라이브 마이 카,드라마
1864,아더 우먼,2014-11-13,"77,341","30,406",2014,77341,코미디,아더 우먼,드라마|코메디
1865,매직 인 더 문라이트,2014-08-20,"77,308","45,981",2014,77308,코미디,매직 인 더 문라이트,드라마|멜로드라마|코메디
1866,윈드 토커,2002-08-14,0,"77,100",2002,77100,전쟁,윈드토커,액션|드라마|전쟁
1867,노다메 칸타빌레 Vol.1,2010-09-09,"77,074","38,520",2010,77074,코미디,노다메 칸타빌레 Vol.1,코메디|멜로드라마|청춘영화
1868,100 피트,2008-07-24,"76,985","21,447",2008,76985,공포(호러),100피트,공포(호러)|스릴러
1869,타임 패러독스,2015-01-07,"76,803","27,156",2015,76803,SF,타임 패러독스,SF|스릴러
1870,피닉스,2005-02-04,"76,700","23,050",2005,76700,액션,피닉스,액션|어드벤처|재난
1871,왓 어 걸 원츠,2003-08-22,"76,400","37,100",2003,76400,멜로/로맨스,왓 어 걸 원츠,코메디|드라마|뮤지컬|어드벤처|하이틴(고교)|가족
1872,러덜리스,2015-07-09,"76,343","40,262",2015,76343,코미디,러덜리스,뮤직
1873,맨 인 더 다크 2,2021-09-01,"76,265","19,599",2021,76265,공포(호러),맨 인 더 다크 2,범죄|공포|스릴러
1874,"조제, 호랑이 그리고 물고기들",2004-10-29,"76,232","27,240",2004,76232,드라마,"조제, 호랑이 그리고 물고기들",드라마|멜로/로맨스
1875,3000마일,2001-05-19,0,"76,168",2001,76168,스릴러,3000 마일,액션|코메디|드라마|범죄|스릴러
1876,하이큐!! 끝과 시작,2016-11-16,"75,704","20,943",2016,75704,애니메이션,하이큐!! 끝과 시작,드라마|청춘영화|스포츠
1877,나의 로맨틱 가이드,2009-08-27,"75,668","34,039",2009,75668,코미디,나의 로맨틱 가이드,코메디|멜로드라마
1878,오두막,2017-04-20,"75,657","38,001",2017,75657,드라마,오두막,드라마|판타지
1879,21 그램,2004-10-23,"75,647","42,491",2004,75647,드라마,21 그램,드라마|범죄|스릴러
1880,개구리중사 케로로,2006-05-04,"75,642","10,846",2006,75642,애니메이션,개구리 중사 케로로 - 최종병기 키루루,SF|가족
1881,피치 퍼펙트: 언프리티 걸즈,2015-05-28,"75,598","29,268",2015,75598,코미디,피치 퍼펙트: 언프리티 걸즈,드라마|뮤직
1882,블룸 형제 사기단,2009-06-18,"75,462","32,297",2009,75462,코미디,블룸형제 사기단,코메디|드라마|멜로드라마|어드벤처|범죄
1883,조조-황제의 반란,2012-10-18,"75,297","21,771",2012,75297,사극,조조- 황제의 반란,드라마|액션
1884,뎀,2006-04-20,"75,126","26,997",2006,75126,공포(호러),뎀,공포(호러)
1885,브릭 맨션: 통제불능 범죄구역,2014-08-27,"74,912","21,613",2014,74912,액션,브릭 맨션: 통제불능 범죄구역,드라마|액션|범죄
1886,드림업,2009-09-03,"74,416","25,244",2009,74416,드라마,드림업,드라마|청춘영화|하이틴(고교)|뮤직
1887,스내치,2001-03-16,0,"74,372",2001,74372,스릴러,스내치,코메디|범죄|스포츠|스릴러
1888,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,2014-08-13,"74,346","17,887",2014,74346,애니메이션,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,아동|어드벤처
1889,에반게리온 : 서(序),2008-01-24,"74,242","41,686",2008,74242,애니메이션,에반게리온 : 서,SF
1890,쿵후팬더: 영웅의 탄생,2013-07-04,"74,143","12,100",2013,74143,애니메이션,쿵후팬더: 영웅의 탄생,드라마|액션|코메디|가족
1891,센츄리온,2010-08-26,"74,131","22,071",2010,74131,액션,센츄리온,액션|시대극/사극|전쟁|스릴러
1892,워크 투 리멤버,2002-06-21,0,"74,112",2002,74112,멜로/로맨스,워크 투 리멤버,드라마|멜로/로맨스
1893,피라냐 3DD,2012-08-01,"74,044","18,959",2012,74044,공포(호러),피라냐 3DD,공포|스릴러|코메디
